caseid,noisy_path,clean_path
1008713,1008713/T1_noisy.nii.gz,1008713/T1_clean.nii.gz
1008735,1008735/T1_noisy.nii.gz,1008735/T1_clean.nii.gz
1009014,1009014/T1_noisy.nii.gz,1009014/T1_clean.nii.gz
1009020,1009020/T1_noisy.nii.gz,1009020/T1_clean.nii.gz
1009544,1009544/T1_noisy.nii.gz,1009544/T1_clean.nii.gz
1010071,1010071/T1_noisy.nii.gz,1010071/T1_clean.nii.gz
1010082,1010082/T1_noisy.nii.gz,1010082/T1_clean.nii.gz
1010612,1010612/T1_noisy.nii.gz,1010612/T1_clean.nii.gz
1010808,1010808/T1_noisy.nii.gz,1010808/T1_clean.nii.gz
1010944,1010944/T1_noisy.nii.gz,1010944/T1_clean.nii.gz
1010969,1010969/T1_noisy.nii.gz,1010969/T1_clean.nii.gz
1010981,1010981/T1_noisy.nii.gz,1010981/T1_clean.nii.gz
1011015,1011015/T1_noisy.nii.gz,1011015/T1_clean.nii.gz
1011176,1011176/T1_noisy.nii.gz,1011176/T1_clean.nii.gz
1011240,1011240/T1_noisy.nii.gz,1011240/T1_clean.nii.gz
1011400,1011400/T1_noisy.nii.gz,1011400/T1_clean.nii.gz
1011501,1011501/T1_noisy.nii.gz,1011501/T1_clean.nii.gz
1011519,1011519/T1_noisy.nii.gz,1011519/T1_clean.nii.gz
1011684,1011684/T1_noisy.nii.gz,1011684/T1_clean.nii.gz
1011795,1011795/T1_noisy.nii.gz,1011795/T1_clean.nii.gz
1012048,1012048/T1_noisy.nii.gz,1012048/T1_clean.nii.gz
1012164,1012164/T1_noisy.nii.gz,1012164/T1_clean.nii.gz
1012473,1012473/T1_noisy.nii.gz,1012473/T1_clean.nii.gz
1012559,1012559/T1_noisy.nii.gz,1012559/T1_clean.nii.gz
1012709,1012709/T1_noisy.nii.gz,1012709/T1_clean.nii.gz
1012755,1012755/T1_noisy.nii.gz,1012755/T1_clean.nii.gz
1013328,1013328/T1_noisy.nii.gz,1013328/T1_clean.nii.gz
1013381,1013381/T1_noisy.nii.gz,1013381/T1_clean.nii.gz
1013946,1013946/T1_noisy.nii.gz,1013946/T1_clean.nii.gz
1014116,1014116/T1_noisy.nii.gz,1014116/T1_clean.nii.gz
1014661,1014661/T1_noisy.nii.gz,1014661/T1_clean.nii.gz
1014988,1014988/T1_noisy.nii.gz,1014988/T1_clean.nii.gz
1014996,1014996/T1_noisy.nii.gz,1014996/T1_clean.nii.gz
1015123,1015123/T1_noisy.nii.gz,1015123/T1_clean.nii.gz
1015368,1015368/T1_noisy.nii.gz,1015368/T1_clean.nii.gz
1016185,1016185/T1_noisy.nii.gz,1016185/T1_clean.nii.gz
1016549,1016549/T1_noisy.nii.gz,1016549/T1_clean.nii.gz
1016609,1016609/T1_noisy.nii.gz,1016609/T1_clean.nii.gz
1016710,1016710/T1_noisy.nii.gz,1016710/T1_clean.nii.gz
1016775,1016775/T1_noisy.nii.gz,1016775/T1_clean.nii.gz
1016959,1016959/T1_noisy.nii.gz,1016959/T1_clean.nii.gz
1017221,1017221/T1_noisy.nii.gz,1017221/T1_clean.nii.gz
1018061,1018061/T1_noisy.nii.gz,1018061/T1_clean.nii.gz
1018075,1018075/T1_noisy.nii.gz,1018075/T1_clean.nii.gz
1018423,1018423/T1_noisy.nii.gz,1018423/T1_clean.nii.gz
1018571,1018571/T1_noisy.nii.gz,1018571/T1_clean.nii.gz
1018656,1018656/T1_noisy.nii.gz,1018656/T1_clean.nii.gz
1018826,1018826/T1_noisy.nii.gz,1018826/T1_clean.nii.gz
1018950,1018950/T1_noisy.nii.gz,1018950/T1_clean.nii.gz
1019135,1019135/T1_noisy.nii.gz,1019135/T1_clean.nii.gz
1019326,1019326/T1_noisy.nii.gz,1019326/T1_clean.nii.gz
1019355,1019355/T1_noisy.nii.gz,1019355/T1_clean.nii.gz
1019378,1019378/T1_noisy.nii.gz,1019378/T1_clean.nii.gz
1019532,1019532/T1_noisy.nii.gz,1019532/T1_clean.nii.gz
1019576,1019576/T1_noisy.nii.gz,1019576/T1_clean.nii.gz
1019716,1019716/T1_noisy.nii.gz,1019716/T1_clean.nii.gz
1019740,1019740/T1_noisy.nii.gz,1019740/T1_clean.nii.gz
1019815,1019815/T1_noisy.nii.gz,1019815/T1_clean.nii.gz
1019896,1019896/T1_noisy.nii.gz,1019896/T1_clean.nii.gz
1019987,1019987/T1_noisy.nii.gz,1019987/T1_clean.nii.gz
1020165,1020165/T1_noisy.nii.gz,1020165/T1_clean.nii.gz
1020359,1020359/T1_noisy.nii.gz,1020359/T1_clean.nii.gz
1020512,1020512/T1_noisy.nii.gz,1020512/T1_clean.nii.gz
1020531,1020531/T1_noisy.nii.gz,1020531/T1_clean.nii.gz
1020547,1020547/T1_noisy.nii.gz,1020547/T1_clean.nii.gz
1020699,1020699/T1_noisy.nii.gz,1020699/T1_clean.nii.gz
1021123,1021123/T1_noisy.nii.gz,1021123/T1_clean.nii.gz
1021347,1021347/T1_noisy.nii.gz,1021347/T1_clean.nii.gz
1021402,1021402/T1_noisy.nii.gz,1021402/T1_clean.nii.gz
1021415,1021415/T1_noisy.nii.gz,1021415/T1_clean.nii.gz
1021953,1021953/T1_noisy.nii.gz,1021953/T1_clean.nii.gz
1022231,1022231/T1_noisy.nii.gz,1022231/T1_clean.nii.gz
1022317,1022317/T1_noisy.nii.gz,1022317/T1_clean.nii.gz
1022355,1022355/T1_noisy.nii.gz,1022355/T1_clean.nii.gz
1022378,1022378/T1_noisy.nii.gz,1022378/T1_clean.nii.gz
1022407,1022407/T1_noisy.nii.gz,1022407/T1_clean.nii.gz
1022483,1022483/T1_noisy.nii.gz,1022483/T1_clean.nii.gz
1023137,1023137/T1_noisy.nii.gz,1023137/T1_clean.nii.gz
1023179,1023179/T1_noisy.nii.gz,1023179/T1_clean.nii.gz
1023195,1023195/T1_noisy.nii.gz,1023195/T1_clean.nii.gz
1023553,1023553/T1_noisy.nii.gz,1023553/T1_clean.nii.gz
1023656,1023656/T1_noisy.nii.gz,1023656/T1_clean.nii.gz
1023681,1023681/T1_noisy.nii.gz,1023681/T1_clean.nii.gz
1023711,1023711/T1_noisy.nii.gz,1023711/T1_clean.nii.gz
1023817,1023817/T1_noisy.nii.gz,1023817/T1_clean.nii.gz
1023947,1023947/T1_noisy.nii.gz,1023947/T1_clean.nii.gz
1024098,1024098/T1_noisy.nii.gz,1024098/T1_clean.nii.gz
1024284,1024284/T1_noisy.nii.gz,1024284/T1_clean.nii.gz
1024332,1024332/T1_noisy.nii.gz,1024332/T1_clean.nii.gz
1024422,1024422/T1_noisy.nii.gz,1024422/T1_clean.nii.gz
1024487,1024487/T1_noisy.nii.gz,1024487/T1_clean.nii.gz
1024599,1024599/T1_noisy.nii.gz,1024599/T1_clean.nii.gz
1024796,1024796/T1_noisy.nii.gz,1024796/T1_clean.nii.gz
1024913,1024913/T1_noisy.nii.gz,1024913/T1_clean.nii.gz
1025190,1025190/T1_noisy.nii.gz,1025190/T1_clean.nii.gz
1025265,1025265/T1_noisy.nii.gz,1025265/T1_clean.nii.gz
1025346,1025346/T1_noisy.nii.gz,1025346/T1_clean.nii.gz
1025630,1025630/T1_noisy.nii.gz,1025630/T1_clean.nii.gz
1025720,1025720/T1_noisy.nii.gz,1025720/T1_clean.nii.gz
1025991,1025991/T1_noisy.nii.gz,1025991/T1_clean.nii.gz
1026008,1026008/T1_noisy.nii.gz,1026008/T1_clean.nii.gz
1026107,1026107/T1_noisy.nii.gz,1026107/T1_clean.nii.gz
1026183,1026183/T1_noisy.nii.gz,1026183/T1_clean.nii.gz
1026358,1026358/T1_noisy.nii.gz,1026358/T1_clean.nii.gz
1026387,1026387/T1_noisy.nii.gz,1026387/T1_clean.nii.gz
1026463,1026463/T1_noisy.nii.gz,1026463/T1_clean.nii.gz
1026480,1026480/T1_noisy.nii.gz,1026480/T1_clean.nii.gz
1026729,1026729/T1_noisy.nii.gz,1026729/T1_clean.nii.gz
1027147,1027147/T1_noisy.nii.gz,1027147/T1_clean.nii.gz
1027609,1027609/T1_noisy.nii.gz,1027609/T1_clean.nii.gz
1027848,1027848/T1_noisy.nii.gz,1027848/T1_clean.nii.gz
1028907,1028907/T1_noisy.nii.gz,1028907/T1_clean.nii.gz
1028938,1028938/T1_noisy.nii.gz,1028938/T1_clean.nii.gz
1030245,1030245/T1_noisy.nii.gz,1030245/T1_clean.nii.gz
1030260,1030260/T1_noisy.nii.gz,1030260/T1_clean.nii.gz
1030697,1030697/T1_noisy.nii.gz,1030697/T1_clean.nii.gz
1031353,1031353/T1_noisy.nii.gz,1031353/T1_clean.nii.gz
1031468,1031468/T1_noisy.nii.gz,1031468/T1_clean.nii.gz
1031518,1031518/T1_noisy.nii.gz,1031518/T1_clean.nii.gz
1031645,1031645/T1_noisy.nii.gz,1031645/T1_clean.nii.gz
1031778,1031778/T1_noisy.nii.gz,1031778/T1_clean.nii.gz
1031828,1031828/T1_noisy.nii.gz,1031828/T1_clean.nii.gz
1032307,1032307/T1_noisy.nii.gz,1032307/T1_clean.nii.gz
1032623,1032623/T1_noisy.nii.gz,1032623/T1_clean.nii.gz
1032795,1032795/T1_noisy.nii.gz,1032795/T1_clean.nii.gz
1032942,1032942/T1_noisy.nii.gz,1032942/T1_clean.nii.gz
1033097,1033097/T1_noisy.nii.gz,1033097/T1_clean.nii.gz
1033457,1033457/T1_noisy.nii.gz,1033457/T1_clean.nii.gz
1033543,1033543/T1_noisy.nii.gz,1033543/T1_clean.nii.gz
1033722,1033722/T1_noisy.nii.gz,1033722/T1_clean.nii.gz
1034037,1034037/T1_noisy.nii.gz,1034037/T1_clean.nii.gz
1034257,1034257/T1_noisy.nii.gz,1034257/T1_clean.nii.gz
1034270,1034270/T1_noisy.nii.gz,1034270/T1_clean.nii.gz
1034387,1034387/T1_noisy.nii.gz,1034387/T1_clean.nii.gz
1034768,1034768/T1_noisy.nii.gz,1034768/T1_clean.nii.gz
1035220,1035220/T1_noisy.nii.gz,1035220/T1_clean.nii.gz
1035237,1035237/T1_noisy.nii.gz,1035237/T1_clean.nii.gz
1035356,1035356/T1_noisy.nii.gz,1035356/T1_clean.nii.gz
1035670,1035670/T1_noisy.nii.gz,1035670/T1_clean.nii.gz
1035730,1035730/T1_noisy.nii.gz,1035730/T1_clean.nii.gz
1036066,1036066/T1_noisy.nii.gz,1036066/T1_clean.nii.gz
1036181,1036181/T1_noisy.nii.gz,1036181/T1_clean.nii.gz
1036380,1036380/T1_noisy.nii.gz,1036380/T1_clean.nii.gz
1036461,1036461/T1_noisy.nii.gz,1036461/T1_clean.nii.gz
1037392,1037392/T1_noisy.nii.gz,1037392/T1_clean.nii.gz
1038230,1038230/T1_noisy.nii.gz,1038230/T1_clean.nii.gz
1038422,1038422/T1_noisy.nii.gz,1038422/T1_clean.nii.gz
1038599,1038599/T1_noisy.nii.gz,1038599/T1_clean.nii.gz
1038733,1038733/T1_noisy.nii.gz,1038733/T1_clean.nii.gz
1038981,1038981/T1_noisy.nii.gz,1038981/T1_clean.nii.gz
1039213,1039213/T1_noisy.nii.gz,1039213/T1_clean.nii.gz
1039427,1039427/T1_noisy.nii.gz,1039427/T1_clean.nii.gz
1039752,1039752/T1_noisy.nii.gz,1039752/T1_clean.nii.gz
1039848,1039848/T1_noisy.nii.gz,1039848/T1_clean.nii.gz
1040096,1040096/T1_noisy.nii.gz,1040096/T1_clean.nii.gz
1040298,1040298/T1_noisy.nii.gz,1040298/T1_clean.nii.gz
1040684,1040684/T1_noisy.nii.gz,1040684/T1_clean.nii.gz
1040795,1040795/T1_noisy.nii.gz,1040795/T1_clean.nii.gz
1040873,1040873/T1_noisy.nii.gz,1040873/T1_clean.nii.gz
1041014,1041014/T1_noisy.nii.gz,1041014/T1_clean.nii.gz
1041358,1041358/T1_noisy.nii.gz,1041358/T1_clean.nii.gz
1041794,1041794/T1_noisy.nii.gz,1041794/T1_clean.nii.gz
1042108,1042108/T1_noisy.nii.gz,1042108/T1_clean.nii.gz
1042186,1042186/T1_noisy.nii.gz,1042186/T1_clean.nii.gz
1042287,1042287/T1_noisy.nii.gz,1042287/T1_clean.nii.gz
1042863,1042863/T1_noisy.nii.gz,1042863/T1_clean.nii.gz
1042968,1042968/T1_noisy.nii.gz,1042968/T1_clean.nii.gz
1043059,1043059/T1_noisy.nii.gz,1043059/T1_clean.nii.gz
1043113,1043113/T1_noisy.nii.gz,1043113/T1_clean.nii.gz
1043716,1043716/T1_noisy.nii.gz,1043716/T1_clean.nii.gz
1043740,1043740/T1_noisy.nii.gz,1043740/T1_clean.nii.gz
1043857,1043857/T1_noisy.nii.gz,1043857/T1_clean.nii.gz
1043922,1043922/T1_noisy.nii.gz,1043922/T1_clean.nii.gz
1043936,1043936/T1_noisy.nii.gz,1043936/T1_clean.nii.gz
1043974,1043974/T1_noisy.nii.gz,1043974/T1_clean.nii.gz
1044067,1044067/T1_noisy.nii.gz,1044067/T1_clean.nii.gz
1044210,1044210/T1_noisy.nii.gz,1044210/T1_clean.nii.gz
1044755,1044755/T1_noisy.nii.gz,1044755/T1_clean.nii.gz
1044881,1044881/T1_noisy.nii.gz,1044881/T1_clean.nii.gz
1044908,1044908/T1_noisy.nii.gz,1044908/T1_clean.nii.gz
1045063,1045063/T1_noisy.nii.gz,1045063/T1_clean.nii.gz
1045078,1045078/T1_noisy.nii.gz,1045078/T1_clean.nii.gz
1045675,1045675/T1_noisy.nii.gz,1045675/T1_clean.nii.gz
1046081,1046081/T1_noisy.nii.gz,1046081/T1_clean.nii.gz
1046097,1046097/T1_noisy.nii.gz,1046097/T1_clean.nii.gz
1046394,1046394/T1_noisy.nii.gz,1046394/T1_clean.nii.gz
1046470,1046470/T1_noisy.nii.gz,1046470/T1_clean.nii.gz
1046689,1046689/T1_noisy.nii.gz,1046689/T1_clean.nii.gz
1046758,1046758/T1_noisy.nii.gz,1046758/T1_clean.nii.gz
1047119,1047119/T1_noisy.nii.gz,1047119/T1_clean.nii.gz
1047313,1047313/T1_noisy.nii.gz,1047313/T1_clean.nii.gz
1047335,1047335/T1_noisy.nii.gz,1047335/T1_clean.nii.gz
1047372,1047372/T1_noisy.nii.gz,1047372/T1_clean.nii.gz
1047454,1047454/T1_noisy.nii.gz,1047454/T1_clean.nii.gz
1047517,1047517/T1_noisy.nii.gz,1047517/T1_clean.nii.gz
1047766,1047766/T1_noisy.nii.gz,1047766/T1_clean.nii.gz
1047952,1047952/T1_noisy.nii.gz,1047952/T1_clean.nii.gz
1048112,1048112/T1_noisy.nii.gz,1048112/T1_clean.nii.gz
1048337,1048337/T1_noisy.nii.gz,1048337/T1_clean.nii.gz
1048617,1048617/T1_noisy.nii.gz,1048617/T1_clean.nii.gz
1048761,1048761/T1_noisy.nii.gz,1048761/T1_clean.nii.gz
1048783,1048783/T1_noisy.nii.gz,1048783/T1_clean.nii.gz
1049142,1049142/T1_noisy.nii.gz,1049142/T1_clean.nii.gz
1049277,1049277/T1_noisy.nii.gz,1049277/T1_clean.nii.gz
1049401,1049401/T1_noisy.nii.gz,1049401/T1_clean.nii.gz
1049629,1049629/T1_noisy.nii.gz,1049629/T1_clean.nii.gz
1049733,1049733/T1_noisy.nii.gz,1049733/T1_clean.nii.gz
1049837,1049837/T1_noisy.nii.gz,1049837/T1_clean.nii.gz
1050077,1050077/T1_noisy.nii.gz,1050077/T1_clean.nii.gz
1050169,1050169/T1_noisy.nii.gz,1050169/T1_clean.nii.gz
1050172,1050172/T1_noisy.nii.gz,1050172/T1_clean.nii.gz
1050589,1050589/T1_noisy.nii.gz,1050589/T1_clean.nii.gz
1051163,1051163/T1_noisy.nii.gz,1051163/T1_clean.nii.gz
1051191,1051191/T1_noisy.nii.gz,1051191/T1_clean.nii.gz
1051389,1051389/T1_noisy.nii.gz,1051389/T1_clean.nii.gz
1051474,1051474/T1_noisy.nii.gz,1051474/T1_clean.nii.gz
1051510,1051510/T1_noisy.nii.gz,1051510/T1_clean.nii.gz
1051685,1051685/T1_noisy.nii.gz,1051685/T1_clean.nii.gz
1051733,1051733/T1_noisy.nii.gz,1051733/T1_clean.nii.gz
1051900,1051900/T1_noisy.nii.gz,1051900/T1_clean.nii.gz
1052153,1052153/T1_noisy.nii.gz,1052153/T1_clean.nii.gz
1052479,1052479/T1_noisy.nii.gz,1052479/T1_clean.nii.gz
1053107,1053107/T1_noisy.nii.gz,1053107/T1_clean.nii.gz
1053627,1053627/T1_noisy.nii.gz,1053627/T1_clean.nii.gz
1053859,1053859/T1_noisy.nii.gz,1053859/T1_clean.nii.gz
1054123,1054123/T1_noisy.nii.gz,1054123/T1_clean.nii.gz
1054159,1054159/T1_noisy.nii.gz,1054159/T1_clean.nii.gz
1054306,1054306/T1_noisy.nii.gz,1054306/T1_clean.nii.gz
1054350,1054350/T1_noisy.nii.gz,1054350/T1_clean.nii.gz
1054916,1054916/T1_noisy.nii.gz,1054916/T1_clean.nii.gz
1054998,1054998/T1_noisy.nii.gz,1054998/T1_clean.nii.gz
1055074,1055074/T1_noisy.nii.gz,1055074/T1_clean.nii.gz
1055200,1055200/T1_noisy.nii.gz,1055200/T1_clean.nii.gz
1055320,1055320/T1_noisy.nii.gz,1055320/T1_clean.nii.gz
1055634,1055634/T1_noisy.nii.gz,1055634/T1_clean.nii.gz
1055678,1055678/T1_noisy.nii.gz,1055678/T1_clean.nii.gz
1055710,1055710/T1_noisy.nii.gz,1055710/T1_clean.nii.gz
1056046,1056046/T1_noisy.nii.gz,1056046/T1_clean.nii.gz
1056219,1056219/T1_noisy.nii.gz,1056219/T1_clean.nii.gz
1056600,1056600/T1_noisy.nii.gz,1056600/T1_clean.nii.gz
1056644,1056644/T1_noisy.nii.gz,1056644/T1_clean.nii.gz
1056748,1056748/T1_noisy.nii.gz,1056748/T1_clean.nii.gz
1056834,1056834/T1_noisy.nii.gz,1056834/T1_clean.nii.gz
1056929,1056929/T1_noisy.nii.gz,1056929/T1_clean.nii.gz
1057190,1057190/T1_noisy.nii.gz,1057190/T1_clean.nii.gz
1057444,1057444/T1_noisy.nii.gz,1057444/T1_clean.nii.gz
1057894,1057894/T1_noisy.nii.gz,1057894/T1_clean.nii.gz
1058011,1058011/T1_noisy.nii.gz,1058011/T1_clean.nii.gz
1058121,1058121/T1_noisy.nii.gz,1058121/T1_clean.nii.gz
1058170,1058170/T1_noisy.nii.gz,1058170/T1_clean.nii.gz
1058252,1058252/T1_noisy.nii.gz,1058252/T1_clean.nii.gz
1058412,1058412/T1_noisy.nii.gz,1058412/T1_clean.nii.gz
1058584,1058584/T1_noisy.nii.gz,1058584/T1_clean.nii.gz
1058622,1058622/T1_noisy.nii.gz,1058622/T1_clean.nii.gz
1058709,1058709/T1_noisy.nii.gz,1058709/T1_clean.nii.gz
1059397,1059397/T1_noisy.nii.gz,1059397/T1_clean.nii.gz
1059766,1059766/T1_noisy.nii.gz,1059766/T1_clean.nii.gz
1059839,1059839/T1_noisy.nii.gz,1059839/T1_clean.nii.gz
1060138,1060138/T1_noisy.nii.gz,1060138/T1_clean.nii.gz
1060161,1060161/T1_noisy.nii.gz,1060161/T1_clean.nii.gz
1060249,1060249/T1_noisy.nii.gz,1060249/T1_clean.nii.gz
1060257,1060257/T1_noisy.nii.gz,1060257/T1_clean.nii.gz
1060442,1060442/T1_noisy.nii.gz,1060442/T1_clean.nii.gz
1060478,1060478/T1_noisy.nii.gz,1060478/T1_clean.nii.gz
1060500,1060500/T1_noisy.nii.gz,1060500/T1_clean.nii.gz
1060556,1060556/T1_noisy.nii.gz,1060556/T1_clean.nii.gz
1060639,1060639/T1_noisy.nii.gz,1060639/T1_clean.nii.gz
1061050,1061050/T1_noisy.nii.gz,1061050/T1_clean.nii.gz
1061356,1061356/T1_noisy.nii.gz,1061356/T1_clean.nii.gz
1061454,1061454/T1_noisy.nii.gz,1061454/T1_clean.nii.gz
1061615,1061615/T1_noisy.nii.gz,1061615/T1_clean.nii.gz
1061657,1061657/T1_noisy.nii.gz,1061657/T1_clean.nii.gz
1062112,1062112/T1_noisy.nii.gz,1062112/T1_clean.nii.gz
1062168,1062168/T1_noisy.nii.gz,1062168/T1_clean.nii.gz
1062228,1062228/T1_noisy.nii.gz,1062228/T1_clean.nii.gz
1062244,1062244/T1_noisy.nii.gz,1062244/T1_clean.nii.gz
1062678,1062678/T1_noisy.nii.gz,1062678/T1_clean.nii.gz
1062752,1062752/T1_noisy.nii.gz,1062752/T1_clean.nii.gz
1062799,1062799/T1_noisy.nii.gz,1062799/T1_clean.nii.gz
1063126,1063126/T1_noisy.nii.gz,1063126/T1_clean.nii.gz
1063178,1063178/T1_noisy.nii.gz,1063178/T1_clean.nii.gz
1063205,1063205/T1_noisy.nii.gz,1063205/T1_clean.nii.gz
1063266,1063266/T1_noisy.nii.gz,1063266/T1_clean.nii.gz
1064052,1064052/T1_noisy.nii.gz,1064052/T1_clean.nii.gz
1064539,1064539/T1_noisy.nii.gz,1064539/T1_clean.nii.gz
1064697,1064697/T1_noisy.nii.gz,1064697/T1_clean.nii.gz
1064703,1064703/T1_noisy.nii.gz,1064703/T1_clean.nii.gz
1064711,1064711/T1_noisy.nii.gz,1064711/T1_clean.nii.gz
1064906,1064906/T1_noisy.nii.gz,1064906/T1_clean.nii.gz
1064947,1064947/T1_noisy.nii.gz,1064947/T1_clean.nii.gz
1065164,1065164/T1_noisy.nii.gz,1065164/T1_clean.nii.gz
1065207,1065207/T1_noisy.nii.gz,1065207/T1_clean.nii.gz
1065398,1065398/T1_noisy.nii.gz,1065398/T1_clean.nii.gz
1066009,1066009/T1_noisy.nii.gz,1066009/T1_clean.nii.gz
1066198,1066198/T1_noisy.nii.gz,1066198/T1_clean.nii.gz
1066408,1066408/T1_noisy.nii.gz,1066408/T1_clean.nii.gz
1067023,1067023/T1_noisy.nii.gz,1067023/T1_clean.nii.gz
1067363,1067363/T1_noisy.nii.gz,1067363/T1_clean.nii.gz
1067410,1067410/T1_noisy.nii.gz,1067410/T1_clean.nii.gz
1067424,1067424/T1_noisy.nii.gz,1067424/T1_clean.nii.gz
1067532,1067532/T1_noisy.nii.gz,1067532/T1_clean.nii.gz
1067576,1067576/T1_noisy.nii.gz,1067576/T1_clean.nii.gz
1067662,1067662/T1_noisy.nii.gz,1067662/T1_clean.nii.gz
1067864,1067864/T1_noisy.nii.gz,1067864/T1_clean.nii.gz
1068035,1068035/T1_noisy.nii.gz,1068035/T1_clean.nii.gz
1068217,1068217/T1_noisy.nii.gz,1068217/T1_clean.nii.gz
1068263,1068263/T1_noisy.nii.gz,1068263/T1_clean.nii.gz
1068402,1068402/T1_noisy.nii.gz,1068402/T1_clean.nii.gz
1068457,1068457/T1_noisy.nii.gz,1068457/T1_clean.nii.gz
1068520,1068520/T1_noisy.nii.gz,1068520/T1_clean.nii.gz
1068551,1068551/T1_noisy.nii.gz,1068551/T1_clean.nii.gz
1068676,1068676/T1_noisy.nii.gz,1068676/T1_clean.nii.gz
1068939,1068939/T1_noisy.nii.gz,1068939/T1_clean.nii.gz
1069049,1069049/T1_noisy.nii.gz,1069049/T1_clean.nii.gz
1069111,1069111/T1_noisy.nii.gz,1069111/T1_clean.nii.gz
1069630,1069630/T1_noisy.nii.gz,1069630/T1_clean.nii.gz
1069684,1069684/T1_noisy.nii.gz,1069684/T1_clean.nii.gz
1069720,1069720/T1_noisy.nii.gz,1069720/T1_clean.nii.gz
1069955,1069955/T1_noisy.nii.gz,1069955/T1_clean.nii.gz
1070056,1070056/T1_noisy.nii.gz,1070056/T1_clean.nii.gz
1070255,1070255/T1_noisy.nii.gz,1070255/T1_clean.nii.gz
1070373,1070373/T1_noisy.nii.gz,1070373/T1_clean.nii.gz
1070916,1070916/T1_noisy.nii.gz,1070916/T1_clean.nii.gz
1071386,1071386/T1_noisy.nii.gz,1071386/T1_clean.nii.gz
1071482,1071482/T1_noisy.nii.gz,1071482/T1_clean.nii.gz
1071710,1071710/T1_noisy.nii.gz,1071710/T1_clean.nii.gz
1071832,1071832/T1_noisy.nii.gz,1071832/T1_clean.nii.gz
1071848,1071848/T1_noisy.nii.gz,1071848/T1_clean.nii.gz
1071977,1071977/T1_noisy.nii.gz,1071977/T1_clean.nii.gz
1072174,1072174/T1_noisy.nii.gz,1072174/T1_clean.nii.gz
1072509,1072509/T1_noisy.nii.gz,1072509/T1_clean.nii.gz
1072898,1072898/T1_noisy.nii.gz,1072898/T1_clean.nii.gz
